Date,Start of the Month,Year,Quarter,Year-Quarter,Month,Month Name,Week of Year,Week of Month,Day Name,Day Type,Short Year,Mon-Year,Day,Day of week,Month day,Day of Year
2020-11-19 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Thu,Weekday,20,Nov-20,19,4,Nov 19,324
2020-11-20 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,47,4,Fri,Weekday,20,Nov-20,20,5,Nov 20,325
2020-11-23 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Mon,Weekday,20,Nov-20,23,1,Nov 23,328
2020-11-24 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Tue,Weekday,20,Nov-20,24,2,Nov 24,329
2020-11-25 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Wed,Weekday,20,Nov-20,25,3,Nov 25,330
2020-11-26 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Thu,Weekday,20,Nov-20,26,4,Nov 26,331
2020-11-27 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,48,5,Fri,Weekday,20,Nov-20,27,5,Nov 27,332
2020-11-30 00:00:00.000,2020-11-01 00:00:00.000,2020,Q4,2020-Q4,11,Nov,49,6,Mon,Weekday,20,Nov-20,30,1,Nov 30,335
2020-12-01 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Tue,Weekday,20,Dec-20,1,2,Dec 1,336
2020-12-02 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Wed,Weekday,20,Dec-20,2,3,Dec 2,337
2020-12-03 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Thu,Weekday,20,Dec-20,3,4,Dec 3,338
2020-12-04 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,49,1,Fri,Weekday,20,Dec-20,4,5,Dec 4,339
2020-12-07 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Mon,Weekday,20,Dec-20,7,1,Dec 7,342
2020-12-08 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Tue,Weekday,20,Dec-20,8,2,Dec 8,343
2020-12-09 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Wed,Weekday,20,Dec-20,9,3,Dec 9,344
2020-12-10 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Thu,Weekday,20,Dec-20,10,4,Dec 10,345
2020-12-11 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,50,2,Fri,Weekday,20,Dec-20,11,5,Dec 11,346
2020-12-14 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Mon,Weekday,20,Dec-20,14,1,Dec 14,349
2020-12-15 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Tue,Weekday,20,Dec-20,15,2,Dec 15,350
2020-12-16 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Wed,Weekday,20,Dec-20,16,3,Dec 16,351
2020-12-17 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Thu,Weekday,20,Dec-20,17,4,Dec 17,352
2020-12-18 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,51,3,Fri,Weekday,20,Dec-20,18,5,Dec 18,353
2020-12-21 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Mon,Weekday,20,Dec-20,21,1,Dec 21,356
2020-12-22 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Tue,Weekday,20,Dec-20,22,2,Dec 22,357
2020-12-23 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Wed,Weekday,20,Dec-20,23,3,Dec 23,358
2020-12-24 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Thu,Weekday,20,Dec-20,24,4,Dec 24,359
2020-12-25 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,52,4,Fri,Weekday,20,Dec-20,25,5,Dec 25,360
2020-12-28 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,53,5,Mon,Weekday,20,Dec-20,28,1,Dec 28,363
2020-12-29 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,53,5,Tue,Weekday,20,Dec-20,29,2,Dec 29,364
2020-12-30 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,53,5,Wed,Weekday,20,Dec-20,30,3,Dec 30,365
2020-12-31 00:00:00.000,2020-12-01 00:00:00.000,2020,Q4,2020-Q4,12,Dec,53,5,Thu,Weekday,20,Dec-20,31,4,Dec 31,366
2021-01-01 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,1,1,Fri,Weekday,21,Jan-21,1,5,Jan 1,1
2021-01-02 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,1,1,Sat,Weekend,21,Jan-21,2,6,Jan 2,2
2021-01-03 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,1,1,Sun,Weekend,21,Jan-21,3,7,Jan 3,3
2021-01-04 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Mon,Weekday,21,Jan-21,4,1,Jan 4,4
2021-01-05 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Tue,Weekday,21,Jan-21,5,2,Jan 5,5
2021-01-06 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Wed,Weekday,21,Jan-21,6,3,Jan 6,6
2021-01-07 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Thu,Weekday,21,Jan-21,7,4,Jan 7,7
2021-01-08 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Fri,Weekday,21,Jan-21,8,5,Jan 8,8
2021-01-09 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Sat,Weekend,21,Jan-21,9,6,Jan 9,9
2021-01-10 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,2,2,Sun,Weekend,21,Jan-21,10,7,Jan 10,10
2021-01-11 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Mon,Weekday,21,Jan-21,11,1,Jan 11,11
2021-01-12 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Tue,Weekday,21,Jan-21,12,2,Jan 12,12
2021-01-13 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Wed,Weekday,21,Jan-21,13,3,Jan 13,13
2021-01-14 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Thu,Weekday,21,Jan-21,14,4,Jan 14,14
2021-01-15 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Fri,Weekday,21,Jan-21,15,5,Jan 15,15
2021-01-16 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Sat,Weekend,21,Jan-21,16,6,Jan 16,16
2021-01-17 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,3,3,Sun,Weekend,21,Jan-21,17,7,Jan 17,17
2021-01-18 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Mon,Weekday,21,Jan-21,18,1,Jan 18,18
2021-01-19 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Tue,Weekday,21,Jan-21,19,2,Jan 19,19
2021-01-20 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Wed,Weekday,21,Jan-21,20,3,Jan 20,20
2021-01-21 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Thu,Weekday,21,Jan-21,21,4,Jan 21,21
2021-01-22 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Fri,Weekday,21,Jan-21,22,5,Jan 22,22
2021-01-23 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Sat,Weekend,21,Jan-21,23,6,Jan 23,23
2021-01-24 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,4,4,Sun,Weekend,21,Jan-21,24,7,Jan 24,24
2021-01-25 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Mon,Weekday,21,Jan-21,25,1,Jan 25,25
2021-01-26 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Tue,Weekday,21,Jan-21,26,2,Jan 26,26
2021-01-27 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Wed,Weekday,21,Jan-21,27,3,Jan 27,27
2021-01-28 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Thu,Weekday,21,Jan-21,28,4,Jan 28,28
2021-01-29 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Fri,Weekday,21,Jan-21,29,5,Jan 29,29
2021-01-30 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Sat,Weekend,21,Jan-21,30,6,Jan 30,30
2021-01-31 00:00:00.000,2021-01-01 00:00:00.000,2021,Q1,2021-Q1,1,Jan,5,5,Sun,Weekend,21,Jan-21,31,7,Jan 31,31
2021-02-01 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Mon,Weekday,21,Feb-21,1,1,Feb 1,32
2021-02-02 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Tue,Weekday,21,Feb-21,2,2,Feb 2,33
2021-02-03 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Wed,Weekday,21,Feb-21,3,3,Feb 3,34
2021-02-04 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Thu,Weekday,21,Feb-21,4,4,Feb 4,35
2021-02-05 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Fri,Weekday,21,Feb-21,5,5,Feb 5,36
2021-02-06 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Sat,Weekend,21,Feb-21,6,6,Feb 6,37
2021-02-07 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,6,1,Sun,Weekend,21,Feb-21,7,7,Feb 7,38
2021-02-08 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Mon,Weekday,21,Feb-21,8,1,Feb 8,39
2021-02-09 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Tue,Weekday,21,Feb-21,9,2,Feb 9,40
2021-02-10 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Wed,Weekday,21,Feb-21,10,3,Feb 10,41
2021-02-11 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Thu,Weekday,21,Feb-21,11,4,Feb 11,42
2021-02-12 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Fri,Weekday,21,Feb-21,12,5,Feb 12,43
2021-02-13 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Sat,Weekend,21,Feb-21,13,6,Feb 13,44
2021-02-14 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,7,2,Sun,Weekend,21,Feb-21,14,7,Feb 14,45
2021-02-15 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Mon,Weekday,21,Feb-21,15,1,Feb 15,46
2021-02-16 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Tue,Weekday,21,Feb-21,16,2,Feb 16,47
2021-02-17 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Wed,Weekday,21,Feb-21,17,3,Feb 17,48
2021-02-18 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Thu,Weekday,21,Feb-21,18,4,Feb 18,49
2021-02-19 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Fri,Weekday,21,Feb-21,19,5,Feb 19,50
2021-02-20 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Sat,Weekend,21,Feb-21,20,6,Feb 20,51
2021-02-21 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,8,3,Sun,Weekend,21,Feb-21,21,7,Feb 21,52
2021-02-22 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Mon,Weekday,21,Feb-21,22,1,Feb 22,53
2021-02-23 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Tue,Weekday,21,Feb-21,23,2,Feb 23,54
2021-02-24 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Wed,Weekday,21,Feb-21,24,3,Feb 24,55
2021-02-25 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Thu,Weekday,21,Feb-21,25,4,Feb 25,56
2021-02-26 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Fri,Weekday,21,Feb-21,26,5,Feb 26,57
2021-02-27 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Sat,Weekend,21,Feb-21,27,6,Feb 27,58
2021-02-28 00:00:00.000,2021-02-01 00:00:00.000,2021,Q1,2021-Q1,2,Feb,9,4,Sun,Weekend,21,Feb-21,28,7,Feb 28,59
2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Mon,Weekday,21,Mar-21,1,1,Mar 1,60
2021-03-02 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Tue,Weekday,21,Mar-21,2,2,Mar 2,61
2021-03-03 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Wed,Weekday,21,Mar-21,3,3,Mar 3,62
2021-03-04 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Thu,Weekday,21,Mar-21,4,4,Mar 4,63
2021-03-05 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Fri,Weekday,21,Mar-21,5,5,Mar 5,64
2021-03-06 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Sat,Weekend,21,Mar-21,6,6,Mar 6,65
2021-03-07 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,10,1,Sun,Weekend,21,Mar-21,7,7,Mar 7,66
2021-03-08 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Mon,Weekday,21,Mar-21,8,1,Mar 8,67
2021-03-09 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Tue,Weekday,21,Mar-21,9,2,Mar 9,68
2021-03-10 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Wed,Weekday,21,Mar-21,10,3,Mar 10,69
2021-03-11 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Thu,Weekday,21,Mar-21,11,4,Mar 11,70
2021-03-12 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Fri,Weekday,21,Mar-21,12,5,Mar 12,71
2021-03-13 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Sat,Weekend,21,Mar-21,13,6,Mar 13,72
2021-03-14 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,11,2,Sun,Weekend,21,Mar-21,14,7,Mar 14,73
2021-03-15 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Mon,Weekday,21,Mar-21,15,1,Mar 15,74
2021-03-16 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Tue,Weekday,21,Mar-21,16,2,Mar 16,75
2021-03-17 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Wed,Weekday,21,Mar-21,17,3,Mar 17,76
2021-03-18 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Thu,Weekday,21,Mar-21,18,4,Mar 18,77
2021-03-19 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Fri,Weekday,21,Mar-21,19,5,Mar 19,78
2021-03-20 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Sat,Weekend,21,Mar-21,20,6,Mar 20,79
2021-03-21 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,12,3,Sun,Weekend,21,Mar-21,21,7,Mar 21,80
2021-03-22 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Mon,Weekday,21,Mar-21,22,1,Mar 22,81
2021-03-23 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Tue,Weekday,21,Mar-21,23,2,Mar 23,82
2021-03-24 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Wed,Weekday,21,Mar-21,24,3,Mar 24,83
2021-03-25 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Thu,Weekday,21,Mar-21,25,4,Mar 25,84
2021-03-26 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Fri,Weekday,21,Mar-21,26,5,Mar 26,85
2021-03-27 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Sat,Weekend,21,Mar-21,27,6,Mar 27,86
2021-03-28 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,13,4,Sun,Weekend,21,Mar-21,28,7,Mar 28,87
2021-03-29 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,14,5,Mon,Weekday,21,Mar-21,29,1,Mar 29,88
2021-03-30 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,14,5,Tue,Weekday,21,Mar-21,30,2,Mar 30,89
2021-03-31 00:00:00.000,2021-03-01 00:00:00.000,2021,Q1,2021-Q1,3,Mar,14,5,Wed,Weekday,21,Mar-21,31,3,Mar 31,90
2021-10-02 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,40,1,Sat,Weekend,21,Oct-21,2,6,Oct 2,275
2021-10-03 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,40,1,Sun,Weekend,21,Oct-21,3,7,Oct 3,276
2021-10-09 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Sat,Weekend,21,Oct-21,9,6,Oct 9,282
2021-10-10 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Sun,Weekend,21,Oct-21,10,7,Oct 10,283
2021-10-16 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Sat,Weekend,21,Oct-21,16,6,Oct 16,289
2021-10-17 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Sun,Weekend,21,Oct-21,17,7,Oct 17,290
2021-10-23 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Sat,Weekend,21,Oct-21,23,6,Oct 23,296
2021-10-24 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Sun,Weekend,21,Oct-21,24,7,Oct 24,297
2021-10-30 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Sat,Weekend,21,Oct-21,30,6,Oct 30,303
2021-10-31 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Sun,Weekend,21,Oct-21,31,7,Oct 31,304
2021-11-06 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Sat,Weekend,21,Nov-21,6,6,Nov 6,310
2021-11-07 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Sun,Weekend,21,Nov-21,7,7,Nov 7,311
2021-11-13 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Sat,Weekend,21,Nov-21,13,6,Nov 13,317
2021-11-14 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Sun,Weekend,21,Nov-21,14,7,Nov 14,318
2021-11-20 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Sat,Weekend,21,Nov-21,20,6,Nov 20,324
2021-11-21 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Sun,Weekend,21,Nov-21,21,7,Nov 21,325
2021-11-27 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Sat,Weekend,21,Nov-21,27,6,Nov 27,331
2021-11-28 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Sun,Weekend,21,Nov-21,28,7,Nov 28,332
2021-12-04 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,49,1,Sat,Weekend,21,Dec-21,4,6,Dec 4,338
2021-12-05 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,49,1,Sun,Weekend,21,Dec-21,5,7,Dec 5,339
2021-12-11 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Sat,Weekend,21,Dec-21,11,6,Dec 11,345
2021-12-12 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Sun,Weekend,21,Dec-21,12,7,Dec 12,346
2021-12-18 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Sat,Weekend,21,Dec-21,18,6,Dec 18,352
2021-12-19 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Sun,Weekend,21,Dec-21,19,7,Dec 19,353
2021-12-25 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Sat,Weekend,21,Dec-21,25,6,Dec 25,359
2021-12-26 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Sun,Weekend,21,Dec-21,26,7,Dec 26,360
2021-10-01 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,40,1,Fri,Weekday,21,Oct-21,1,5,Oct 1,274
2021-10-04 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Mon,Weekday,21,Oct-21,4,1,Oct 4,277
2021-10-05 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Tue,Weekday,21,Oct-21,5,2,Oct 5,278
2021-10-06 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Wed,Weekday,21,Oct-21,6,3,Oct 6,279
2021-10-07 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Thu,Weekday,21,Oct-21,7,4,Oct 7,280
2021-10-08 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,41,2,Fri,Weekday,21,Oct-21,8,5,Oct 8,281
2021-10-11 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Mon,Weekday,21,Oct-21,11,1,Oct 11,284
2021-10-12 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Tue,Weekday,21,Oct-21,12,2,Oct 12,285
2021-10-13 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Wed,Weekday,21,Oct-21,13,3,Oct 13,286
2021-10-14 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Thu,Weekday,21,Oct-21,14,4,Oct 14,287
2021-10-15 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,42,3,Fri,Weekday,21,Oct-21,15,5,Oct 15,288
2021-10-18 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Mon,Weekday,21,Oct-21,18,1,Oct 18,291
2021-10-19 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Tue,Weekday,21,Oct-21,19,2,Oct 19,292
2021-10-20 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Wed,Weekday,21,Oct-21,20,3,Oct 20,293
2021-10-21 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Thu,Weekday,21,Oct-21,21,4,Oct 21,294
2021-10-22 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,43,4,Fri,Weekday,21,Oct-21,22,5,Oct 22,295
2021-10-25 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Mon,Weekday,21,Oct-21,25,1,Oct 25,298
2021-10-26 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Tue,Weekday,21,Oct-21,26,2,Oct 26,299
2021-10-27 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Wed,Weekday,21,Oct-21,27,3,Oct 27,300
2021-10-28 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Thu,Weekday,21,Oct-21,28,4,Oct 28,301
